# Data to 'Parameterization of two-center Lennard-Jones plus pointquadrupole force field models by multicriteria optimization'
# Three-criteria scenario
Substance sigma epsilon L Q density pressure surface_tension Tc 
C2H2 3.5577 79.8898 1.3617 5.2321 0.26252 4.583 22.5666 -0.28627 
C2H2 3.5575 79.8897 1.3623 5.2334 0.25929 4.6111 22.514 -0.27768 
C2H2 3.5572 79.8897 1.363 5.2348 0.2562 4.6384 22.4627 -0.26932 
C2H2 3.557 79.8897 1.3636 5.236 0.25336 4.6638 22.4153 -0.26154 
C2H2 3.5567 79.8896 1.3643 5.2375 0.2506 4.6888 22.3695 -0.25355 
C2H2 3.5564 79.8896 1.3649 5.2387 0.2475 4.7175 22.316 -0.245 
C2H2 3.5562 79.8895 1.3656 5.24 0.24462 4.7446 22.2662 -0.23671 
C2H2 3.5559 79.8895 1.3662 5.2409 0.2412 4.7775 22.2049 -0.22734 
C2H2 3.5554 79.8894 1.3676 5.2442 0.23606 4.8282 22.1139 -0.21105 
C2H2 3.5551 79.8894 1.3683 5.2455 0.23343 4.8551 22.0655 -0.20277 
C2H2 3.5548 79.8894 1.3689 5.2465 0.23021 4.8889 22.0037 -0.19319 
C2H2 3.5545 79.8893 1.3697 5.2483 0.22804 4.912 21.9633 -0.18538 
C2H2 3.5543 79.8893 1.3702 5.2492 0.22502 4.9455 21.9026 -0.17591 
C2H2 3.554 79.8893 1.3709 5.2505 0.22245 4.9749 21.8504 -0.16713 
C2H2 3.5537 79.8892 1.3715 5.2513 0.21911 5.0148 21.7787 -0.15623 
C2H2 3.5531 79.8891 1.3732 5.2552 0.21537 5.0608 21.7006 -0.14031 
C2H2 3.5528 79.8891 1.3739 5.2566 0.2133 5.0878 21.654 -0.13192 
C2H2 3.5526 79.8891 1.3745 5.2576 0.21072 5.1234 21.5913 -0.12192 
C2H2 3.5523 79.889 1.3753 5.2595 0.20909 5.1464 21.5531 -0.11399 
C2H2 3.552 79.889 1.3759 5.2606 0.20684 5.1804 21.4941 -0.10429 
C2H2 3.5517 79.8889 1.3766 5.262 0.20496 5.2102 21.4433 -0.095273 
C2H2 3.5514 79.8889 1.3773 5.263 0.20273 5.2485 21.3776 -0.084637 
C2H2 3.5511 79.8888 1.3782 5.2651 0.2015 5.2705 21.3421 -0.076699 
C2H2 3.5508 79.8888 1.3788 5.2662 0.19979 5.3039 21.2857 -0.067059 
C2H2 3.5505 79.8888 1.3796 5.2677 0.1984 5.3332 21.2371 -0.05802 
C2H2 3.5502 79.8887 1.3803 5.2689 0.19687 5.3689 21.1774 -0.04781 
C2H2 3.5499 79.8887 1.3811 5.2704 0.19558 5.4025 21.1222 -0.037706 
C2H2 3.5495 79.8886 1.3818 5.2718 0.19452 5.4339 21.071 -0.028278 
C2H2 3.5492 79.8886 1.3825 5.2732 0.19362 5.4645 21.0213 -0.019087 
C2H2 3.5489 79.8886 1.3833 5.2747 0.19282 5.4966 20.9695 -0.0094411 
C2H2 3.5488 79.8886 1.383 5.2724 0.19195 5.5414 20.8933 -0.0015279 
C2H2 3.5488 79.8886 1.3825 5.2696 0.19138 5.5844 20.824 0.0048557 
C2H2 3.5488 79.8886 1.3819 5.2667 0.191 5.6288 20.7563 0.010653 
C2H2 3.5487 79.8886 1.3812 5.2636 0.19081 5.6786 20.685 0.016766 
C2H2 3.5545 79.8889 1.3533 5.1699 0.18985 6.4264 20.3972 -0.068009 
C2H2 3.5577 79.8891 1.3364 5.11 0.18945 7.2811 20.1869 -0.11285 
C2H2 3.5598 79.8892 1.3246 5.066 0.18917 8.0344 20.0124 -0.14068 
C2F4 4.2874 57.7422 1.1353 8.2722 0.47967 0.66784 27.2704 1.8366 
C2F4 4.263 60.5768 1.2056 8.2127 0.39039 1.8478 25.5202 1.4614 
C2F4 4.25 61.9278 1.2394 8.1797 0.35613 2.496 25.0295 1.3343 
C2F4 4.2485 62.1077 1.2435 8.1756 0.35371 2.5428 24.9158 1.3098 
C2F4 4.2424 62.7648 1.2595 8.16 0.34272 2.7708 24.6355 1.2416 
C2F4 4.2382 63.2064 1.2704 8.1493 0.33546 2.9293 24.4883 1.2025 
C2F4 4.2361 63.4098 1.2756 8.1443 0.33182 3.0117 24.4418 1.1879 
C2F4 4.2324 63.8015 1.285 8.135 0.32696 3.1243 24.2909 1.1501 
C2F4 4.2287 64.1705 1.2943 8.1256 0.32105 3.2682 24.214 1.1248 
C2F4 4.23 64.0575 1.2912 8.1289 0.32405 3.1946 24.1956 1.1258 
C2F4 4.2332 63.7832 1.2838 8.136 0.3304 3.0496 24.1865 1.1336 
C2F4 4.2277 64.3517 1.2978 8.1222 0.3234 3.2181 24.0029 1.0843 
C2F4 4.2215 64.9453 1.3126 8.1057 0.31259 3.4868 23.9422 1.0533 
C2F4 4.2225 64.8678 1.3105 8.1079 0.31452 3.4363 23.9248 1.0531 
C2F4 4.2191 65.1925 1.3185 8.0992 0.30986 3.562 23.8727 1.0333 
C2F4 4.2206 65.0615 1.3151 8.1029 0.31252 3.4901 23.8633 1.0363 
C2F4 4.2167 65.4643 1.3248 8.0921 0.30769 3.6242 23.7715 1.0071 
C2F4 4.2188 65.3655 1.3215 8.0986 0.31834 3.3872 23.5436 0.9747 
C2F4 4.2032 66.8781 1.3583 8.0542 0.29566 4.0091 23.4138 0.89937 
C2F4 4.1986 67.3535 1.3693 8.0399 0.2914 4.1682 23.3311 0.86845 
C2F4 4.2043 66.8122 1.3561 8.0566 0.29868 3.9153 23.3263 0.88683 
C2F4 4.1994 67.2846 1.3675 8.0427 0.29317 4.1022 23.2959 0.86534 
C2F4 4.1959 67.696 1.3761 8.0277 0.28905 4.2624 23.2063 0.83317 
C2F4 4.1948 67.805 1.3785 8.0238 0.28792 4.3103 23.1917 0.82627 
C2F4 4.1966 67.6169 1.3748 8.0334 0.29213 4.1486 23.1685 0.83226 
C2F4 4.1933 68.0278 1.382 8.0128 0.28529 4.4306 23.1203 0.80229 
C2F4 4.1929 68.0752 1.3829 8.0104 0.28455 4.4669 23.1174 0.79926 
C2F4 4.1924 68.1351 1.3839 8.0074 0.28366 4.5122 23.1124 0.79527 
C2F4 4.1883 68.5616 1.3939 7.9954 0.28176 4.6148 23.0334 0.7677 
C2F4 4.1827 69.1409 1.4075 7.9792 0.27956 4.7502 22.9333 0.73165 
C2F4 4.1792 69.5167 1.416 7.9681 0.27834 4.8334 22.8574 0.70592 
C2F4 4.1732 70.1584 1.4305 7.9492 0.27662 4.9689 22.7323 0.66302 
C2F4 4.1708 70.4716 1.4362 7.9358 0.27504 5.0917 22.6528 0.63496 
C2F4 4.2003 67.5004 1.3695 8.0439 0.3157 3.6596 22.6375 0.7488 
C2F4 4.168 70.6085 1.4444 7.9503 0.28022 4.7914 22.5983 0.63786 
C2F4 4.1674 70.7947 1.4447 7.9307 0.27566 5.0648 22.5835 0.61639 
C2F4 4.1679 70.7307 1.4438 7.9352 0.27666 4.9941 22.5788 0.6199 
C2F4 4.1667 70.9228 1.446 7.9221 0.27436 5.165 22.5465 0.60125 
C2F4 4.1666 70.8782 1.4471 7.9311 0.2767 5.0016 22.534 0.60745 
C2F4 4.167 70.9491 1.4448 7.9153 0.27295 5.278 22.5325 0.59235 
C2F4 4.1669 70.9588 1.445 7.9149 0.27292 5.2812 22.5294 0.59141 
C2F4 4.1692 70.4904 1.4425 7.9591 0.28404 4.6231 22.5228 0.6328 
C2F4 4.1672 70.9956 1.4439 7.9076 0.2715 5.4073 22.5112 0.58121 
C2F4 4.17 70.4076 1.4409 7.9633 0.28565 4.5615 22.5052 0.63383 
C2F4 4.1687 71.0839 1.4383 7.8796 0.26621 5.9855 22.4563 0.54536 
C2F4 4.1718 70.2564 1.437 7.9685 0.28854 4.4617 22.453 0.62989 
C2F4 4.1685 71.0709 1.439 7.8838 0.26706 5.8814 22.4521 0.54845 
C2F4 4.1684 71.0596 1.4397 7.8874 0.26782 5.7928 22.4502 0.55147 
C2F4 4.1692 71.1124 1.4365 7.8705 0.2647 6.1837 22.4306 0.53239 
C2F4 4.1709 70.3727 1.4395 7.9654 0.28904 4.4602 22.404 0.61759 
C2F4 4.2027 67.4328 1.3653 8.0446 0.3288 3.4831 22.3836 0.70478 
C2F4 4.1905 68.5587 1.3939 8.0145 0.31056 3.8563 22.3736 0.66729 
C2F4 4.1845 69.0993 1.408 8.0017 0.30421 4.0158 22.3709 0.65156 
C2F4 4.1646 71.6574 1.4467 7.8465 0.26276 6.4879 22.3528 0.49393 
C2F4 4.1717 70.3251 1.4381 7.9681 0.29227 4.3771 22.3311 0.60696 
C2F4 4.1722 70.3019 1.4373 7.9694 0.29433 4.33 22.2861 0.60006 
C2F4 4.1579 72.4507 1.4615 7.8114 0.26042 6.9189 22.2418 0.43875 
C2F4 4.1727 70.296 1.4366 7.97 0.2978 4.261 22.2012 0.58515 
C2F4 4.2209 65.9243 1.3238 8.0815 0.37162 2.8563 22.1878 0.71717 
C2F4 4.1738 70.2355 1.4343 7.9707 0.30044 4.207 22.1427 0.57533 
C2F4 4.1466 73.3985 1.491 7.8113 0.2647 6.3865 22.14 0.41674 
C2F4 4.1472 73.4333 1.4884 7.7985 0.26272 6.6711 22.1327 0.40364 
C2F4 4.1476 73.4594 1.4865 7.7889 0.26129 6.8941 22.1272 0.39373 
C2F4 4.1488 73.5276 1.4816 7.7638 0.25784 7.4906 22.1014 0.36614 
C2F4 4.1498 73.5893 1.4771 7.7411 0.25497 8.0511 22.0723 0.3401 
C2F4 4.1504 73.5916 1.4748 7.7323 0.25381 8.2933 22.0677 0.33145 
C2F4 4.1508 73.593 1.4732 7.7266 0.25306 8.4523 22.0648 0.32584 
C2F4 4.1516 73.5959 1.4702 7.7151 0.25162 8.7735 22.0562 0.31407 
C2F4 4.1527 73.5997 1.4662 7.7003 0.24986 9.1877 22.0423 0.29851 
C2F4 4.1539 73.6045 1.4612 7.681 0.2476 9.7521 22.0356 0.28041 
C2F4 4.1545 73.6067 1.459 7.6725 0.24666 10 22.0315 0.27227 
C2F4 4.2064 67.3133 1.3584 8.0454 0.35139 3.2288 22.0152 0.64054 
C2F4 4.1749 70.2106 1.4324 7.9713 0.30725 4.0941 22.0005 0.54994 
C2F4 4.1758 70.174 1.4306 7.9719 0.31219 4.0184 21.9078 0.53364 
C2F4 4.2245 65.8472 1.3174 8.0804 0.39903 2.6235 21.783 0.64503 
C2F4 4.2101 67.148 1.3512 8.0475 0.37097 3.0286 21.7519 0.5964 
C2F4 4.178 70.0929 1.4265 7.9731 0.32418 3.8549 21.7072 0.49807 
C2F4 4.1924 68.771 1.3927 8.0063 0.34383 3.4838 21.7027 0.53635 
C2F4 4.1142 76.3253 1.5768 7.7986 0.27885 5.5537 21.6916 0.3194 
C2F4 4.1789 70.0717 1.4246 7.9716 0.32891 3.7972 21.618 0.48035 
C2F4 4.0315 85.8723 1.7662 7.4185 0.25745 10 21.5411 -0.027465 
C2F4 4.1799 70.0589 1.423 7.9709 0.33638 3.7127 21.4975 0.4573 
C2F4 4.0184 87.2207 1.8023 7.4039 0.2603 9.77 21.4373 -0.050589 
C2F4 4.1805 70.043 1.422 7.9717 0.34239 3.6471 21.4165 0.44294 
C2F4 4.0645 81.6366 1.6988 7.6522 0.27717 6.5909 21.3466 0.13117 
C2F4 4.1818 70.0312 1.4195 7.9692 0.35215 3.548 21.2609 0.41162 
C2F4 4.2311 65.6216 1.305 8.0813 0.4461 2.2582 21.1944 0.54253 
C2F4 4.1825 70.0124 1.4181 7.9688 0.35789 3.4906 21.1816 0.39648 
C2F4 4.2273 65.9654 1.3138 8.0724 0.43857 2.3563 21.1755 0.52691 
C2F4 4.2319 65.6067 1.3036 8.0809 0.45339 2.2084 21.1016 0.52549 
C2F4 4.1834 70.0015 1.4167 7.9688 0.36711 3.4035 21.0627 0.37396 
C2F4 4.1845 69.9875 1.4146 7.967 0.37607 3.3219 20.9386 0.34899 
C2F4 4.2332 65.5991 1.3013 8.0795 0.46736 2.118 20.9182 0.49087 
C2F4 4.1851 69.9798 1.4135 7.9661 0.38131 3.2755 20.8684 0.33486 
C2F4 4.1856 69.9776 1.4127 7.966 0.38758 3.2216 20.7934 0.32035 
C2F4 4.2344 65.5884 1.2994 8.0784 0.47872 2.0461 20.7739 0.46363 
C2F4 4.1862 69.9536 1.4114 7.9659 0.39205 3.1814 20.7408 0.31043 
C2F4 4.1874 69.9443 1.4094 7.9642 0.40363 3.0855 20.5971 0.28136 
C2F4 4.2359 65.5812 1.2968 8.0765 0.49489 1.9476 20.5676 0.42409 
C2F4 3.859 106.319 2.2503 6.977 0.25765 10 20.5623 -0.34903 
C2F4 4.1885 69.9299 1.4073 7.9623 0.41358 3.0047 20.4733 0.25587 
C2F4 4.189 69.9235 1.4062 7.9615 0.41911 2.9608 20.4075 0.24246 
C2F4 4.1896 69.92 1.4053 7.9611 0.42601 2.907 20.3313 0.22724 
C2F4 4.1904 69.9007 1.4038 7.9604 0.4334 2.8489 20.2487 0.21067 
C2F4 4.1909 69.8925 1.4028 7.9598 0.43837 2.8108 20.1928 0.19925 
C2F4 4.1916 69.8903 1.4015 7.9584 0.44685 2.7476 20.0959 0.17897 
C2F4 4.1924 69.8673 1.4 7.9579 0.4537 2.6952 20.0228 0.16432 
C2F4 4.2665 63.3003 1.2253 8.1119 0.58243 1.458 20.005 0.39537 
C2F4 4.1937 69.8562 1.3976 7.9558 0.46771 2.5936 19.8696 0.13217 
C2F4 4.1939 69.8773 1.3974 7.9543 0.47248 2.5618 19.8135 0.11946 
C2F4 3.8807 103.321 2.2079 7.1733 0.29304 7.944 19.6981 -0.40838 
C2F4 4.2157 68.1726 1.3485 7.9928 0.54148 1.9518 19.3681 0.084707 
C2F4 4.2201 67.7795 1.3385 8.0034 0.54928 1.8694 19.3601 0.097833 
C2F4 4.2218 67.6797 1.3349 8.0049 0.55856 1.8065 19.28 0.084612 
C2F4 4.2226 67.6361 1.3333 8.0055 0.56312 1.7765 19.2399 0.077734 
C2F4 4.2223 67.7181 1.3343 8.0021 0.56875 1.7519 19.1638 0.05827 
C2F4 4.2235 67.6836 1.3319 8.0014 0.58011 1.6857 19.0505 0.035206 
C2F4 4.2248 67.5854 1.3292 8.0037 0.58408 1.6557 19.0272 0.034028 
C2F4 4.225 67.6761 1.3292 7.9987 0.59815 1.5879 18.8637 -0.0051437 
C2F4 3.8957 102.259 2.1704 7.1924 0.38213 6.7295 18.818 -0.63933 
C2F4 4.2271 67.5441 1.3247 8.001 0.60881 1.5222 18.7775 -0.018726 
C2F4 4.2283 67.5096 1.3224 8.0003 0.61982 1.4645 18.671 -0.040818 
C2F4 4.229 67.4964 1.3211 7.9996 0.62679 1.4296 18.6025 -0.055466 
C2F4 4.23 67.4884 1.3193 7.998 0.63819 1.3753 18.4887 -0.080548 
C2F4 4.2316 67.4634 1.3164 7.996 0.65506 1.2985 18.325 -0.11645 
C2F4 4.2353 67.3384 1.3102 7.9954 0.67251 1.2578 18.2785 -0.13856 
C2F4 4.2324 67.4516 1.3149 7.9949 0.66395 1.2604 18.2394 -0.13548 
C2F4 4.2334 67.443 1.313 7.9932 0.67585 1.2127 18.1243 -0.16156 
C2F4 4.2382 67.0523 1.3025 8.0035 0.68817 1.1487 18.0657 -0.15796 
C2F4 4.2305 68.1214 1.3219 7.9635 0.72262 1.0827 17.6018 -0.31675 
C2F4 4.2276 68.3915 1.3284 7.9554 0.72031 1.0976 17.5941 -0.33095 
C2F4 4.2299 68.347 1.324 7.9525 0.74416 1.0331 17.3922 -0.38014 
C2F4 4.2294 68.4641 1.3255 7.9471 0.75306 1.0163 17.3076 -0.40762 
C2F4 4.2223 69.1516 1.3416 7.9257 0.7501 1.0329 17.2777 -0.44751 
C2F4 3.9292 100.473 2.0805 7.1518 0.76078 3.6654 17.1742 -1.276 
C2F4 4.2222 69.3029 1.3426 7.9176 0.7677 0.9971 17.1293 -0.49501 
C2F4 4.2182 69.8078 1.3522 7.8989 0.78189 0.97535 16.9977 -0.5563 
C2F4 4.2147 70.2528 1.3607 7.8824 0.79521 0.95665 16.8904 -0.60982 
C2F4 4.2135 70.5229 1.3649 7.8722 0.81337 0.93918 16.8002 -0.65573 
C2F4 3.9866 94.6237 1.8765 7.0967 1.7115 0.32645 15.7715 -2.0949 
C2Cl4 4.6817 211.084 2.5096 15.3645 2 0.37122 35.0356 -2.3126 
C2Cl4 4.6859 211.086 2.5152 15.4105 1.6371 0.37691 34.2194 -2.259 
C2Cl4 4.6917 211.089 2.5231 15.4759 1.1294 0.3866 33.0686 -2.1829 
C2Cl4 4.695 211.091 2.5274 15.5115 0.85951 0.39264 32.4466 -2.1415 
C2Cl4 4.6968 211.093 2.5299 15.5322 0.70603 0.39639 32.0869 -2.1176 
C2Cl4 4.6993 211.095 2.5333 15.5603 0.50679 0.40177 31.5978 -2.085 
C2Cl4 4.7019 211.099 2.5369 15.5892 0.33206 0.40762 31.0981 -2.0515 
C2Cl4 4.7039 211.101 2.5416 15.6223 0.24821 0.41844 30.5069 -2.0051 
C2Cl4 4.7036 211.102 2.5425 15.6264 0.24439 0.42668 30.4228 -1.9952 
C2Cl4 4.7032 211.102 2.5434 15.6304 0.24048 0.43919 30.3369 -1.985 
C2Cl4 4.7026 211.102 2.5455 15.6394 0.23255 0.47704 30.1559 -1.9633 
C2Cl4 4.7023 211.102 2.5464 15.6432 0.22905 0.49899 30.074 -1.9534 
C2Cl4 4.7019 211.102 2.5473 15.647 0.22561 0.52369 29.9898 -1.9434 
C2Cl4 4.7016 211.103 2.5483 15.6513 0.22208 0.55219 29.9012 -1.9327 
C2Cl4 4.7013 211.103 2.5493 15.6555 0.21872 0.58235 29.8139 -1.9222 
C2Cl4 4.7009 211.103 2.5504 15.6601 0.21473 0.62232 29.7046 -1.9092 
C2Cl4 4.7004 211.103 2.5516 15.6644 0.21068 0.66789 29.5863 -1.8952 
C2Cl4 4.7 211.103 2.5528 15.6695 0.20691 0.71529 29.4694 -1.8812 
C2Cl4 4.6997 211.103 2.5535 15.6719 0.20507 0.74068 29.4084 -1.874 
C2Cl4 4.6994 211.103 2.5541 15.6734 0.20272 0.77634 29.3243 -1.8645 
C2Cl4 4.699 211.104 2.5557 15.6809 0.19963 0.82555 29.2107 -1.8502 
C2Cl4 4.6987 211.104 2.5563 15.6835 0.19803 0.85455 29.1452 -1.8424 
C2Cl4 4.6985 211.104 2.557 15.6854 0.19622 0.89059 29.064 -1.8332 
C2Cl4 4.6982 211.104 2.5578 15.689 0.19491 0.91848 29.0027 -1.8255 
C2Cl4 4.6979 211.104 2.5585 15.6914 0.19339 0.95484 28.9227 -1.8162 
C2Cl4 4.6976 211.104 2.5593 15.6943 0.192 0.99226 28.8413 -1.8066 
C2Cl4 4.6973 211.104 2.5601 15.6971 0.19085 1.028 28.7643 -1.7976 
C2Cl4 4.6972 211.104 2.5602 15.6962 0.1901 1.0543 28.7099 -1.792 
C2Cl4 4.697 211.104 2.5605 15.695 0.18926 1.0887 28.6429 -1.7852 
C2Cl4 4.6967 211.104 2.5607 15.6922 0.1881 1.1483 28.5374 -1.7747 
C2Cl4 4.6964 211.104 2.5608 15.6892 0.1871 1.2166 28.4269 -1.7638 
C2Cl4 4.6963 211.104 2.5606 15.684 0.18642 1.2782 28.3476 -1.7568 
C2Cl4 4.6962 211.103 2.5601 15.6764 0.18574 1.3574 28.2656 -1.7503 
C2Cl4 4.6962 211.103 2.5588 15.6632 0.18496 1.4688 28.1912 -1.7464 
C2Cl4 4.6963 211.103 2.5576 15.6518 0.18429 1.5783 28.1275 -1.743 
C2Cl4 4.696 211.103 2.5575 15.6462 0.18379 1.6901 28.0157 -1.7327 
C2Cl4 4.696 211.103 2.5575 15.6461 0.18378 1.6914 28.0152 -1.7327 
C2Cl4 4.698 211.099 2.5337 15.4281 0.17394 4.1499 27.3673 -1.7276 
C2Cl4 4.698 211.098 2.532 15.4088 0.17298 4.4241 27.256 -1.7213 
C2Cl4 4.6983 211.097 2.5272 15.3627 0.17101 5.0082 27.0937 -1.7171 
C2Cl4 4.6989 211.096 2.5175 15.2671 0.1671 6.2184 26.7657 -1.709 
C2Cl4 4.6991 211.095 2.5137 15.2301 0.16565 6.681 26.6477 -1.7067 
C2Cl4 4.7001 211.092 2.4997 15.091 0.16053 8.3824 26.2468 -1.7019 
C2Cl4 4.7006 211.091 2.4903 14.994 0.15708 9.5894 25.9285 -1.6939 
C2Cl4 4.7008 211.09 2.487 14.9604 0.15593 10 25.8256 -1.6918 
